"text","label","pairs_diff"
"Alex found exactly the same sequence of primes linked to the same series of biblical messages.","-1","NP,@S,0.33	VP,.,0.22	VBD,SBAR,2.52	NP,VP,1.53	NP,PP,0.05	RB,@NP,0.09	DT,@NP,0.01	JJ,NN,0.03	VBZ,VP,1.61	VBN,PP,1.05	TO,NP,1.61	NP,PP,0.16	DT,@NP,0.31	JJ,NN,0.02	IN,NP,0.59	JJ,NNS,0.06	"
"I don't see anyone protesting at this ""joke."" A good joke is at least based on some reality.","-1","NP,@S,5.38	S,'',4.09	VP,.,3.42	VP,VP,0.68	VBP,RB,0.02	VB,NP,0.36	NP,VP,0.36	VBG,PP,0.36	IN,NP,0.19	DT,@NP,0.13	``,NN,5.61	"
"Funny how the truth so often tends to have an anti Christian bias.If you can find something untrue in the article, point it out and proffer your evidence  otherwise... I didn't think posters were required to ""balance"" their opinions here.At least now we see what passes for ""moderation"" on this board. (That's right, folks  you can't put JPS on your ignore lists, 'cuz he's a ""moderator."" You know, like Glen Beck on ""fair and balanced"" Fox News.)","-1","NP,@S,1.97	NP,SBAR,11.12	WHADVP,S,5.83	S,S,3.78	S,:,4.73	NP,@S,6.44	DT,NN,5.71	ADVP,VP,5.94	RB,RB,0.00	VBZ,S,4.81	TO,VP,4.86	VB,NP,4.36	NP,SBAR,6.21	DT,@NP,1.13	JJ,@NP,1.32	JJ,NN,5.26	NP,VP,3.72	MD,VP,2.85	VP,VP,2.96	VP,CC,1.75	VP,PRT,3.12	VB,NP,0.53	NP,ADJP,1.50	JJ,PP,0.81	IN,NP,0.12	NP,NP,0.16	NP,,,0.18	DT,NN,0.22	NP,NP,0.03	VP,ADVP,0.38	VB,NP,0.22	PRP$,NN,0.02	NP,VP,1.83	VP,VP,0.10	VBD,RB,0.02	VB,NP,0.26	VP,.,0.85	VBD,VP,2.28	VBN,S,0.48	TO,VP,1.30	``,@VP,0.42	VP,S,0.16	VB,'',0.01	NP,ADJP,0.46	PRP$,NNS,0.22	ADJP,SBAR,0.91	RB,JJS,6.14	RB,S,0.51	NP,VP,0.64	VBP,SBAR,0.58	WHNP,S,0.75	VP,PP,0.71	VBZ,PP,0.18	PP,'',0.07	PP,NP,0.18	IN,``,0.01	IN,NP,0.11	DT,NN,0.04	"
"Well this is what i am saying. The probability of a and b in one organism i very low. And the probability of A and B in many generations is lower than just A.","-1","ADVP,@S,1.11	NP,@S,0.72	VP,.,0.43	VBZ,SBAR,0.27	WHNP,S,0.26	NP,VP,1.15	VBP,VP,0.20	"
"You mean what you got was an eye opening shocker into the world of leftist propaganda, and I can see that like a good sheeple you swallowed it hook line and sinker. Thankfully though, most people chose not to submit themselves to his brand of commentary and stayed away from the drivel you will so easily endorse because the movie tanked. Didn't you notice how empty it was in there for an opening weekend?","-1","S,.,4.53	S,S,6.29	S,CC,0.86	S,,,0.56	NP,VP,0.68	VBP,SBAR,4.24	WHNP,S,1.08	NP,VP,1.76	VBD,SBAR,3.37	VP,PP,3.17	VBD,NP,0.56	DT,@NP,0.38	NN,@NP,0.61	NN,NN,0.05	IN,NP,4.47	NP,PP,4.52	DT,NN,0.01	IN,NP,3.22	JJ,NN,5.05	NP,VP,4.75	MD,VP,4.51	VB,SBAR,2.41	IN,S,2.65	PP,@S,2.86	IN,NP,5.01	DT,@NP,4.88	JJ,NN,5.72	NP,VP,0.39	VBD,S,0.76	NP,NP,0.33	NP,NP,0.15	NP,CC,0.13	NN,NN,0.13	"
"And if men strive together, and hurt a woman with child, so that her fruit depart, and yet no harm follow, he shall be surely fined, according as the woman's husband shall lay upon him  and he shall pay as the judges determine. But if any harm follow, then thou shalt give life for life","-1","CC,@S,5.16	SBAR,@S,1.82	IN,S,4.37	NP,VP,3.88	VP,VP,8.39	VP,CC,2.02	VP,,,1.14	VBP,ADVP,0.23	VP,VP,4.80	VP,ADVP,4.36	VP,CC,3.21	VP,,,2.27	VP,SBAR,1.86	VP,,,0.86	VP,PP,0.27	VB,NP,4.87	DT,NN,0.02	IN,NP,0.05	RB,@SBAR,0.22	IN,S,0.09	NP,VP,0.16	PRP$,NN,0.03	RB,NP,1.20	DT,NN,2.95	,,@S,5.25	NP,@S,5.23	VP,.,4.83	MD,VP,6.05	VB,VP,4.26	ADVP,@VP,2.91	VP,PP,3.13	VBN,,,0.22	VBG,PP,0.51	IN,S,0.40	S,S,0.38	S,CC,0.09	NP,VP,0.81	NP,NN,0.08	DT,@NP,0.01	NN,POS,0.01	MD,VP,0.75	VB,PP,0.05	IN,NP,0.01	NP,VP,0.12	MD,VP,1.08	VB,SBAR,0.11	IN,S,0.19	NP,VP,0.47	DT,NNS,1.09	"
"emoticonXIdea the baby belongs to GOD, the mother the dr. and any one else involved are condemned, yu see its called murder, purely in the first degree. emoticonXFrazzled","-1","NP,@S,1.74	NP,SBAR,3.87	NP,VP,1.67	DT,NN,0.02	VBZ,PP,1.88	TO,NP,1.86	NP,NP,0.30	NP,CC,0.31	NP,NP,0.84	NP,,,0.22	NP,NP,0.16	DT,NN,0.00	DT,NN,0.22	NP,VP,0.02	DT,CD,0.02	ADVP,VBN,0.04	VP,.,1.47	VBP,VP,0.93	VP,S,1.37	VBN,,,0.22	NP,VP,0.12	VB,NP,0.41	PRP$,@NP,0.52	VBN,@NP,1.47	NN,@NP,6.95	,,@NP,1.73	ADJP,NN,2.29	RB,PP,0.03	IN,NP,0.06	DT,JJ,0.00	"
"(Oh, and I see you're still equating ""atheist"" with ""anyone who doesn't believe as I do"")","-1","-LRB-,@PRN,1.61	S,-RRB-,3.10	NP,VP,3.56	NP,NP,1.94	NP,CC,0.66	NP,,,0.00	VBP,SBAR,1.08	NP,VP,1.58	VP,VP,1.41	VBP,ADVP,0.00	VBG,NP,1.11	``,@NP,1.69	NP,PP,1.82	NP,'',0.23	PP,'',1.28	PP,NP,1.39	IN,``,0.01	NP,SBAR,3.79	WHNP,S,4.84	VP,VP,6.75	VBZ,RB,0.02	VB,SBAR,0.34	IN,S,0.14	NP,VP,0.00	"
"It would be bad enough if it was just the teacher chewing gum and telling the students don't chew gum. But it doesn't stop there. The teacher makes the rule no gum chewing in class. Then later that same day she instructs Billy and Sally to chew gum. Johnny sees this and decides to chew gum too, thinking that its ok. Of course, he gets expelled from school for breaking the rules. In this case the teacher isn't just breaking her own rules, she also commands some of her students to break the rules as well, yet still penalizes those who break the exact rule if they weren't commanded to do so.","-1","NP,@S,6.09	VP,.,5.73	MD,VP,6.81	VB,ADJP,7.43	ADJP,SBAR,3.82	JJ,RB,10.14	IN,S,3.91	NP,VP,3.94	VP,VP,4.35	VBD,ADVP,1.83	RB,NP,2.49	DT,NN,5.27	VP,VP,1.87	VP,CC,1.14	VBG,NP,0.55	VBG,SBAR,6.87	NP,VP,1.21	DT,NNS,0.02	VP,VP,0.17	VBP,RB,0.02	VB,NP,0.11	"
"I, personally, believe in the theory that since many things in nature make no sense without God, he created the universe.","-1","NP,@S,3.21	,,@S,3.08	ADVP,@S,1.77	,,@S,1.56	S,@S,0.90	VB,PP,1.37	IN,NP,1.67	NP,SBAR,2.39	DT,NN,0.03	WHNP,S,2.92	PP,VP,3.22	IN,NP,0.06	NP,PP,0.34	JJ,NNS,0.00	IN,NP,0.01	VP,PP,2.46	VBP,NP,2.84	DT,NN,5.93	IN,NP,0.06	,,@S,0.55	NP,@S,0.77	VP,.,0.06	VBD,NP,0.05	DT,NN,0.09	"
"Here you reveal exactly what I've just spoken of  you assume that science and the scientific method equates to, is synonymous with, materialism mechanism. It most certainly is not. Nor is the accompanying assumption, i.e., that any science which does not strictly adhere to materialust mechanist assumptions, is not, and cannot be, real science. Equally untrue.","-1","S,@S,1.41	ADVP,@S,1.35	NP,VP,2.29	VBP,SBAR,3.09	WHADJP,S,2.34	RB,WP,0.00	NP,VP,2.63	VP,VP,1.38	VBP,ADVP,0.01	VBN,PP,2.91	IN,S,2.34	NP,VP,2.99	VBP,SBAR,0.78	IN,S,0.78	NP,VP,0.23	NP,NP,0.20	NP,CC,0.00	DT,@NP,0.26	JJ,NN,0.43	VBZ,PP,0.22	,,@S,0.03	S,.,0.05	S,X,0.92	VP,,,0.71	VBZ,ADJP,0.41	JJ,PP,0.22	NN,NN,0.05	"
"Rubbish, there are many that argue otherwise. The life of twins can be viewed as starting at the moment the zygote  embryo splits for example.The reality though is there is no single point at which a human life begins  the moment the egg and sperm form, the moment of conception, first division and implantation, the moment the heart starts to beat, the moment of birth etc all mark stages in the formation of a new life.","-1","NP,@S,1.37	,,@S,0.86	NP,@S,0.27	VP,.,0.31	VBP,ADJP,0.16	JJ,SBAR,0.03	IN,S,0.18	VBP,ADVP,3.25	"
"I have read the opinions and conclusions reached in several internet entries and I can see how they would largely persuade someone to think that the side by side dinosaur and human prints in stone do not exist. However, before you reach a personal conclusion, I would really recommend you visiting the site. Awe is not strong enough to describe the feeling that overcomes you when you personally witness this. I have been there and felt the chill when I saw what could only be prints of very old humans co existing with dinosaurs. There is hardly a rebuttal that works when one is personally exposed to such an odd and even eerie site. The heel marks are clear as are the arches and in many instances, the toes. Before the naysayers offer a rebuttal, I think a visit to the Paluxy River around Glenrose might be in order. When you do, I think you will agree that there really is nothing like it. You might even revise your opinions regarding order and origins of life.","-1","S,.,3.88	S,S,1.96	S,CC,0.32	NP,VP,0.62	VBP,VP,0.98	VBN,NP,1.87	NP,VP,0.17	DT,@NP,0.73	NP,NNS,1.31	NNS,CC,0.22	VBN,PP,0.29	IN,NP,0.34	JJ,@NP,0.40	NN,NNS,0.13	NP,VP,2.36	MD,VP,2.38	VB,SBAR,2.67	WHADVP,S,3.20	NP,VP,3.55	VP,VP,3.25	MD,ADVP,0.01	VP,S,1.11	VB,NP,0.25	TO,VP,1.92	VB,SBAR,2.28	IN,S,2.78	NP,VP,0.81	NP,NP,1.27	NP,CC,0.31	NP,PP,0.51	DT,NN,0.01	IN,NP,0.44	NN,NN,0.23	NP,PP,0.30	JJ,NNS,0.08	IN,NP,0.89	VP,VP,0.10	VBP,RB,5.90	"
"There are quite a lot of other differences between modern human and neaderthals other than just 'brain size'.Well, right... neanderthals were short and stocky and big boned...","-1","S,.,2.29	S,S,5.12	S,CC,4.57	NP,VP,2.10	VBP,NP,3.54	NP,PP,0.66	RB,@NP,0.04	DT,NN,0.01	IN,NP,0.09	NP,PP,0.58	JJ,NNS,0.08	IN,NP,0.50	JJ,JJ,0.01	NP,@S,0.69	ADJP,'',0.31	JJ,PP,0.09	IN,NP,0.20	RB,@NP,0.01	``,@NP,0.04	NN,NN,0.02	"
"It does mean they are all the same, concerning mathematics.","-1","NP,@S,1.52	VP,.,1.56	VBZ,S,0.83	VB,SBAR,5.99	NP,VP,0.89	VP,S,0.16	VP,,,0.43	VBP,ADVP,0.04	PDT,@ADVP,0.08	DT,JJ,0.02	VBG,NP,0.13	"
"This discussion is kind of unrelated to abortion because a link between abortion being wrong and someone not helping another in need doesn't exist. If you believe thief is wrong you don't have to become a police officer to show this.To answer your question...who knows, identifying the true problem is the start.","-1","NP,@S,6.60	DT,NN,0.07	VP,.,5.56	VP,SBAR,3.33	VBZ,ADJP,0.29	ADVP,@ADJP,2.65	NN,IN,5.88	JJ,PP,0.99	TO,NP,0.22	IN,S,5.42	S,S,2.47	S,CC,2.77	NP,VP,5.30	NP,PP,0.80	DT,NN,0.11	IN,NP,0.24	VBG,ADJP,5.80	NP,VP,1.60	NP,VP,1.29	NN,RB,5.87	VBG,NP,0.14	NP,PP,0.16	IN,NP,0.00	VP,VP,5.67	VBZ,RB,0.02	"
"No, you're spreading false information. People interested in the truth try to avoid this. Those given to emotional rhetoric don't mind one bit if it suits their agenda.","-1","NP-TMP,@S,2.24	,,@S,3.99	NP,@S,3.88	VP,.,3.09	VBP,VP,4.21	VBG,NP,4.17	JJ,NN,5.41	"
"Evolutionists have taught for decades that the second law of thermodynamics the entropy principle that things naturally decrease in complexity rather than increase poses no barrier to evolution. Their claim is that while there is an overall downhill trend in nature, uphill innovations can occur locally in a system if abundant energy is available. Specifically the sun's energy provides all that is necessary to transform inorganic chemicals into a living cell and eventually into people. All that is necessary is an open system and abundant energy, especially the sun's energy. If complicated living organisms can be created in this way, certainly something not nearly so complicated as a house could be produced. Especially a solar powered house!","-1","NP,@S,5.41	VP,.,5.16	VBP,VP,4.87	VP,SBAR,5.50	VBN,PP,0.07	IN,NP,0.02	IN,S,5.34	NP,VP,4.81	NP,PP,5.02	DT,@NP,0.05	JJ,NN,0.08	IN,NP,4.89	NP,NP,5.15	NP,SBAR,4.00	DT,@NP,0.03	NN,NN,0.00	WHNP,S,2.47	NP,@S,0.67	ADVP,VP,2.93	VP,PP,0.19	VB,PP,0.49	IN,NP,4.31	RB,@PP,0.10	IN,VP,0.29	VP,PP,1.19	VBZ,NP,2.50	DT,NN,6.16	TO,NP,0.02	"
"I wouldn't say one can't be a Christian if they support abortion but I find it really hard to understand how one justifies or rectifies it with the Bible or their faith. Ultimately their are responsible to God for what they believe and how they advise others on what to do in a situation based on that belief. I know that one of the things God HATES and there aren't many things mentioned in the bible that He hates, one of the things is the shedding of innocent blood. If God HATES such a thing then I certainly do not want to support it. I don't know what could be more innocent than an unborn child. I did a bit of research on abortion   the bible a few years ago, here is a collection of what I found   Abortion   The Bible","-1","S,.,2.34	S,S,0.31	S,CC,2.13	NP,VP,3.16	VP,VP,0.66	MD,RB,0.01	VB,NP,1.51	NP,SBAR,2.02	VP,VP,0.20	MD,RB,0.02	VP,SBAR,2.89	VB,NP,4.42	DT,JJ,5.47	IN,S,0.64	NP,VP,0.34	VBP,NP,0.25	NP,VP,0.60	VBP,S,1.28	NP,@S,1.07	ADJP,S,1.75	RB,JJ,0.04	TO,VP,2.89	VB,SBAR,1.25	WHADVP,S,2.80	NP,VP,1.43	VP,PP,0.45	VP,NP,0.41	VP,VBZ,0.34	VBZ,CC,3.97	IN,NP,0.05	NP,NP,0.43	NP,CC,0.02	DT,NNP,0.03	PRP$,NN,0.02	"
"In my post I presented several reasons as to why they should have changed...everything from a changed environment down to genetic drift.","-1","PP,@S,6.70	IN,NP,0.15	PRP$,NN,0.01	NP,@S,6.23	VP,.,5.36	VP,PP,5.05	VBD,NP,0.09	JJ,NNS,0.01	IN,PP,3.79	TO,SBAR,4.52	WHADVP,S,2.85	NP,VP,3.26	VP,NP,1.31	VP,:,0.23	MD,VP,0.19	VB,VP,0.26	NP,PP,2.33	IN,NP,3.04	NP,ADVP,2.67	DT,@NP,0.10	ADJP,NN,0.27	IN,PP,0.03	TO,NP,0.02	JJ,NN,0.00	"
"where do concepts come from when all that exist is matter, we know concepts are outside and are not dependent on matter or experence, or being discovered (if we did not discover them they would still exist)how can matter bring about something that is not matter","-1","WHADVP,SQ,2.01	SQ,VP,0.91	VBP,NP,0.18	VB,PP,1.43	IN,SBAR,2.91	WHADVP,S,3.54	NP,VP,3.89	NP,SBAR,0.02	WHNP,S,0.07	VBZ,VP,3.04	VP,SBAR,3.04	NN,,,0.01	SBAR,SBAR,2.38	SBAR,CC,0.07	NP,VP,0.24	VBP,SBAR,0.14	NP,VP,0.36	VBP,ADVP,0.05	VBP,UCP,2.55	ADJP,@UCP,0.85	RB,@ADJP,5.79	JJ,PP,0.25	IN,NP,0.01	NP,NN,0.24	NN,CC,0.00	,,@UCP,0.55	CC,VP,0.93	VBG,VP,0.68	VP,SBAR,0.01	VBN,PRN,0.96	-LRB-,@PRN,1.06	SBAR,-RRB-,1.58	IN,S,1.01	NP,VP,2.19	VP,VP,0.09	VBD,RB,5.89	VP,SBAR,0.28	VB,NP,0.04	NP,VP,0.12	VP,VP,0.07	MD,ADVP,0.00	WHADVP,S,0.14	MD,VP,0.02	VB,VP,0.38	VB,NP,5.92	NP,SBAR,1.92	RB,NN,0.03	WHNP,S,1.61	VP,VP,4.07	VBZ,RB,5.90	"
"While ALL gods can not be shown to exist, it can be pretty conclusively shown that certain gods do not exist. For example, pretend there was a religion...","-1","SBAR,@S,1.93	IN,S,3.88	NP,VP,5.10	NN,NNS,0.74	VP,VP,1.11	MD,RB,5.90	VB,VP,1.81	VBN,S,0.17	TO,VP,0.07	,,@S,4.34	NP,@S,3.98	VP,.,3.57	MD,VP,3.30	VB,VP,2.36	ADVP,@VP,3.75	RB,RB,8.47	VBN,SBAR,0.59	IN,S,0.34	NP,VP,3.50	JJ,NNS,4.72	VP,VP,0.10	VBP,RB,5.90	"
"asahi.com????????Unloaded rifle on TV triggers controversy   EnglishOTSU, Shiga Prefecture  Given this nation's strict gun control law, were police overreacting when they swooped on a TV broadcaster that had allowed a celebrity to handle a hunting rifle during a live broadcast?The Shiga prefectural police insist they were perfectly within their rights, but TV networks are outraged, citing the fact the weapon was not loaded.The incident stems from a show aired Jan. 17 by Biwako Broadcasting Co. Almost four months later, police mounted a search of the premises and confiscated a dozen items, including a script and a DVD of the show.Critics accuse the police of being overzealous and question their motives, but law enforcement officials remain unrepentant.Shiga prefectural police regard the incident, in which a hunter with a gun permit allowed TV personality Noburo Harada, 57, to momentarily handle the rifle during the show, as a serious breach of a law concerning the storage and management of firearms.So much so, in fact, that on June 12, the prefectural police referred the case to prosecutors. As a result, the hunter, aged 49, along with a 60 year old TV producer and a 37 year old director of the show, could face charges of violating the swords and firearms control law.Police did not pursue a case against Harada even though he briefly handled the weapon. Police argued that he did not actually ""possess"" the rifle because the hunter handed it to him in an unscripted moment during the broadcast.Police justified their search on grounds that they needed to determine if the law concerning the storage and management of firearms had been broken.The show, called ""Tokimeki Shiga'S,"" is broadcast one Saturday a month. In the show, Harada visits various locations in the prefecture as a travel guide.The program in question was set in Yogo, where Harada and other cast members were served a pot of wild boar meat. The hunter who had killed the boar appeared in the scene. He offered the unloaded weapon to Harada and asked,""Do you want to hold it?""Harada held the rifle and commented, ""It's heavy, isn't it?"" adding, ""Not everybody has a chance to hold it, right?""He held the firearm for six seconds and then gave it back.Biwako Broadcasting says the scene in which the hunter handed over the rifle was not in the script and was improvised.The TV crew decided to display the rifle on the show after the hunter told the director he had no problem with the idea at a preliminary meeting.The prefectural police began their investigation after a complaint by a viewer.The intervention by the police flabbergasted Harada and employees of other TV stations.""I never could have imagined anything like this,"" Harada, a former member of the male comedy duo Anonenone, told reporters after he was questioned by police on June 2. ""I was stunned.""Akihiko Ito, head of the TV station's programming department, said the station would cooperate with police, but defended Harada's actions.""We consulted our lawyers, and it is hard to believe that touching a rifle for about six seconds is equivalent to possessing it,"" he said.A spokesperson with a TV station based in Osaka sharply criticized police.""They should have at least asked (Biwako Broadcasting) to cooperate voluntarily,"" a spokesperson said. ""From a common sense standpoint, we cannot even comprehend what the police were thinking.""An employee at another TV station was also critical.""If we, for example, were to produce a program about a knife shop and an actor picked up a large knife, would the police investigate us, too?"" the employee asked. ""Such an overreaction would be intimidating toward people trying to do their jobs. This would ultimately undermine viewer interest in programming.""But police say they don't understand what all the fuss is about. They say the media has, by focusing on the celebrity angle, blurred the facts in the case.A senior official with the Shiga prefectural police said the real issue is not that Harada briefly held the rifle, but whether bringing the rifle to the live broadcast was appropriate in terms of ""storage and management.""An explanation for the police tactics may lie in the revised gun control law, which took effect in January.The law was tightened after a 37 year old man in Sasebo, Nagasaki Prefecture, shot and killed two people and wounded six in December 2007. The man, known for erratic behavior, committed suicide after the shooting.The incident called into question whether existing regulations regarding gun permits and firearm storage were adequate.""I believe the hunter who handed the rifle to the actor and the TV crew lacked an awareness of the firearm's potential danger,"" another police official said.According to the National Police Agency, police can file a case against anybody if he or she, with criminal intent to kill or injure people, possesses a weapon for even a second.A case can be built based not on the length of time of possession, but on the purpose of possession, the presence of criminal intent and whether the suspect tricked or maneuvered the gun owner.The Shiga prefectural police justify the raid on the grounds that they had to find out how it was possible to bring a gun to the show.By transporting the gun to the show, the hunter may have violated the rules under which he was granted a gun permit, police asserted.They defended questioning Harada and the crew as crucial to ferreting out the real issue  did those involved in the program improperly store and manage the weapon?Takaaki Hattori, professor of media law at Rikkyo University in Tokyo, says that police went too far.""The way the police conducted their investigation is not convincing. I sense they were trying to use the media to sell the public on the revised gun control law,"" he said. ""They should have been more cautious about the exercise of power by public authorities.""But he also said the broadcaster could have been more prudent.""The TV station should consider whether it was absolutely necessary to use a gun in making the show. The gun owner may have been primarily responsible, but the broadcaster is also to blame for lacking awareness of the law.""Takaaki Matsumiya, professor of criminal law at Ritsumeikan University School of Law in Kyoto, disagrees that the TV station or the hunter were in any way culpable and lays the blame on the authorities.Citing a precedent set by the Tokyo High Court in June 1967, he said  ""The high court decided that the act of touching a handgun for dozens of seconds by a man brokering the sale of a handgun during the transfer did not constitute 'possession,'"" he said. ""There have been no precedents to alter that interpretation. Harada did not 'possess' it (during the show).""Matsumiya also defended the hunter who brought the rifle to the set.""When the precedent concludes that a person 'has no legitimate reason' for bearing and carrying a firearm, it assumes that he or she was going to do harm or ran a risk of doing harm,"" he said. ""It is obvious that was not the case under these circumstances.""(IHT Asahi  July 2,2009)Now then, what's all this bull     about how other industrialized nations are better off with regard to guns when compared to America? I don't see such being the case, do you? If you can't even touch a gun that somebody hands you to examine without breaking the law, that is a serious violation of human rights and everything else.How can Japan be so much better off than we are, if it's a crime for somebody to hand you a rifle to look at but not to keep  especially when it's unloaded!?","-1","NP,NP,0.00	"
"Oh it's no mistake Montalban. I, unlike you, am quite clear in my arguments, and have a direction and a goal. We can take your other definitions of creationism one at a time, thank you very much.","-1","S,.,5.44	INTJ,@S,4.47	NP,VP,4.24	VBZ,NP,4.13	DT,@NP,2.46	NN,NNP,0.62	"
"This is what it has come down to. The scientific world is in sad, sad shape. It's pathetic, really.....yet all you anti intellectuals will soak it up like a sponge.","-1","NP,@S,0.06	VP,.,0.05	VBZ,SBAR,0.11	WHNP,S,0.45	NP,VP,0.05	VBZ,VP,0.36	VP,PP,0.20	VBN,PRT,0.01	"
"Science helps those who seek to understand God in a more profound way, to learn about the intricate and complex unfolding of His creation.","-1","NP,@S,6.58	VP,.,5.77	VBZ,NP,2.23	NP,SBAR,4.23	WHNP,S,4.62	VBP,S,4.48	TO,VP,5.41	VP,S,0.98	VP,,,3.60	VB,NP,2.26	NP,PP,4.44	IN,NP,5.46	DT,@NP,4.21	RBR,@NP,4.60	JJ,NN,5.48	TO,VP,1.90	VB,PP,4.02	IN,NP,5.69	NP,PP,4.63	DT,@NP,5.20	ADJP,VBG,6.50	ADJP,JJ,0.38	JJ,CC,0.27	IN,NP,0.28	PRP$,NN,0.01	"
"I AM interested in what Supersport thinks about how his ideas will get wider respect and how he thinks this will change our society.","-1","NP,@S,0.09	VP,.,0.09	VBP,ADJP,0.13	JJ,PP,5.58	IN,SBAR,0.52	WHNP,S,0.64	NP,VP,1.05	VBZ,PP,1.18	IN,SBAR,2.68	SBAR,SBAR,1.29	SBAR,CC,1.73	WHADVP,S,1.48	NP,VP,0.15	PRP$,NNS,0.00	MD,VP,0.68	VB,NP,1.03	JJR,NN,6.18	WHADVP,S,0.20	NP,VP,0.34	VBZ,SBAR,1.09	NP,VP,1.35	MD,VP,0.27	VB,NP,0.04	PRP$,NN,0.01	"
"1)Reptile develops feathers. They offer reduced protection. They itch. Rustle in the bush. Feathers devolve.","-1","LST,@S,1.47	LS,-RRB-,0.56	NP,@S,0.46	VP,.,0.04	VBZ,NP,0.15	"
"1) All organisms tend to produce more offspring than can possibly survive.","-1","LST,@S,2.79	LS,-RRB-,0.56	NP,@S,2.23	DT,NNS,0.22	VP,.,1.15	VBP,S,0.00	TO,VP,0.12	VP,SBAR,0.10	VB,NP,0.16	JJR,NN,0.22	IN,S,0.07	VP,VP,0.19	MD,ADVP,0.01	"
"And what type of objectivist views do you have toward gay issues if I may ask?I'm assuming gay issues may seem irrelevant since they probably don't pertain to you well, cause your not gay....","-1","CC,@S,5.34	NP,@S,3.50	NP,PP,2.34	WP,NN,0.01	IN,NP,2.42	NP,SBAR,0.06	NN,NNS,0.14	VBP,S,1.06	NP,VP,2.02	VP,SBAR,0.25	VB,PP,0.40	IN,NP,1.05	JJ,NNS,0.01	IN,S,0.04	NP,VP,0.26	MD,VP,0.22	VP,:,5.72	VBP,VP,6.38	VP,S,5.48	VP,,,5.07	VBG,SBAR,5.02	NP,VP,4.99	JJ,NNS,0.01	MD,VP,5.45	VP,SBAR,1.10	VB,ADJP,4.07	IN,S,5.28	NP,@S,4.30	ADVP,VP,0.77	VP,VP,4.54	VBP,RB,0.02	VP,ADVP,3.65	VB,PP,0.04	TO,NP,0.00	VB,S,0.22	NP,ADJP,0.70	RB,JJ,5.86	"
"""Among the criticisms of Kettlewell's original predation experiments (and these were first raised by Kettlewell, himself) is that the numbers of moths he released on trees created artificially high densities, and that the moths were put onto the trunks of trees which may not be where they actually pass the day exposed to predators. "" and in fact, at best only a miniscule and negligible fraction of the total wild moth population has ever been observed to do this.  ww","-1","``,@S,0.63	S,@S,8.57	IN,NP,2.55	NP,PRN,0.26	NP,PP,0.09	DT,NNS,0.22	IN,NP,0.42	NP,@NP,0.98	NNP,POS,0.22	JJ,@NP,5.42	NN,NNS,0.15	-LRB-,@PRN,1.05	CC,@PRN,0.43	S,-RRB-,1.02	NP,VP,1.01	VP,NP,0.71	VP,,,0.48	VBD,VP,0.04	ADVP,@VP,0.30	VBN,PP,0.09	IN,NP,0.22	S,'',5.14	VP,.,3.94	VBZ,SBAR,2.87	SBAR,SBAR,7.91	SBAR,CC,3.93	SBAR,,,3.41	IN,S,3.49	NP,VP,3.35	NP,PP,0.76	DT,NNS,0.01	IN,NP,1.27	NP,SBAR,0.51	NP,VP,0.90	VBD,PP,0.20	IN,NP,0.07	VBN,NP,1.28	ADJP,NNS,1.83	RB,JJ,5.48	IN,S,2.45	NP,VP,2.76	DT,NNS,0.22	VBD,VP,0.44	VBN,PP,0.41	IN,NP,1.32	NP,PP,1.25	DT,NNS,0.22	IN,NP,1.54	NP,SBAR,3.24	WHNP,S,3.61	VP,VP,3.66	MD,RB,5.90	VB,SBAR,0.09	WHADVP,S,0.75	NP,@S,1.21	ADVP,VP,0.26	VBP,NP,0.18	NP,VP,0.03	DT,NN,0.01	VBN,PP,0.04	TO,NP,0.01	"
"There are many scientists that say this is true, but there are many more that say that it isn't","-1","NP,VP,0.59	VBP,NP,0.38	NP,SBAR,0.22	JJ,NNS,0.09	WHNP,S,0.20	VBP,SBAR,1.26	S,S,5.15	S,CC,5.38	S,,,3.85	NP,VP,3.78	VBZ,ADJP,5.80	NP,VP,0.72	VBP,ADJP,0.69	ADJP,SBAR,1.15	JJ,JJR,0.01	IN,S,1.18	VBP,SBAR,2.06	IN,S,0.60	NP,VP,4.87	VBZ,RB,0.03	"
